Year,ACO_ID,State_Name,County_Name,State_ID,County_ID,AB_Psn_Yrs_ESRD,AB_Psn_Yrs_DIS,AB_Psn_Yrs_AGDU,AB_Psn_Yrs_AGND,Tot_AB_Psn_Yrs,Tot_AB
2014,A96588,Wisconsin,Portage,52,480,*,.,.,*,*,*
2014,A96588,Wisconsin,Price,52,490,.,.,*,.,*,*
2014,A96588,Wisconsin,Racine,52,500,.,.,.,*,*,*
2014,A96588,Wisconsin,Rock,52,520,*,.,.,*,*,*
2014,A96588,Wisconsin,Sauk,52,550,.,.,.,*,*,*
2014,A96588,Wisconsin,Sawyer,52,560,.,.,.,*,*,*
2014,A96588,Wisconsin,Sheboygan,52,580,.,*,.,*,*,*
2014,A96588,Wisconsin,Vilas,52,620,.,.,.,*,*,*
2014,A96588,Wisconsin,Walworth,52,630,.,*,*,*,17.92,19
2014,A96588,Wisconsin,Waukesha,52,660,.,.,.,*,*,*
2014,A96588,Wisconsin,Waupaca,52,670,.,.,.,*,*,*
2014,A96588,Wisconsin,Waushara,52,680,.,.,.,*,*,*
2014,A96588,Wisconsin,Wood,52,700,.,.,.,*,*,*
2014,A96588,Guam,Unknown,65,999,.,.,*,*,*,*
2014,A34796,Alabama,Jefferson,01,360,.,.,.,*,*,*
2014,A34796,Alabama,Morgan,01,510,.,.,.,*,*,*
2014,A34796,Arizona,Cochise,03,010,.,.,.,*,*,*
2014,A34796,Arizona,Maricopa,03,060,.,.,*,*,*,*
2014,A34796,Arizona,Mohave,03,070,.,.,.,*,*,*
2014,A34796,Arizona,Pima,03,090,.,.,.,*,*,*
2014,A34796,California,Alameda,05,000,.,.,*,*,*,*
2014,A34796,California,El Dorado,05,080,.,.,.,*,*,*
2014,A34796,California,Humboldt,05,110,.,.,.,*,*,*
2014,A34796,California,Los Angeles,05,200,.,.,*,*,*,*
2014,A34796,California,Orange,05,400,.,.,.,*,*,*
2014,A34796,California,Riverside,05,430,.,.,.,*,*,*
2014,A34796,California,San Bernardino,05,460,.,.,*,*,*,*
2014,A34796,California,San Francisco,05,480,.,.,.,*,*,*
2014,A34796,California,Santa Clara,05,530,.,.,.,*,*,*
2014,A34796,California,Ventura,05,660,.,.,.,*,*,*
2014,A34796,Colorado,Boulder,06,060,.,*,.,*,*,*
2014,A34796,Connecticut,Fairfield,07,000,.,.,.,*,*,*
2014,A34796,Connecticut,Hartford,07,010,.,.,.,*,*,*
2014,A34796,Connecticut,New Haven,07,040,.,.,.,*,*,*
2014,A34796,Connecticut,Windham,07,070,.,*,.,.,*,*
2014,A34796,Delaware,Kent,08,000,.,*,.,*,*,*
2014,A34796,Delaware,New Castle,08,010,*,.,.,*,*,*
2014,A34796,Delaware,Sussex,08,020,.,*,.,*,20.17,21
2014,A34796,District of Columbia,District of Columbia,09,000,*,42.25,*,272,361.42,370
2014,A34796,Florida,Brevard,10,040,.,.,.,*,*,*
2014,A34796,Florida,Broward,10,050,.,.,.,*,*,*
2014,A34796,Florida,Charlotte,10,070,.,.,.,*,*,*
2014,A34796,Florida,Citrus,10,080,.,.,.,*,*,*
2014,A34796,Florida,Clay,10,090,.,.,.,*,*,*
2014,A34796,Florida,Collier,10,100,.,.,.,*,*,*
2014,A34796,Florida,Miami-Dade,10,120,.,.,.,*,*,*
2014,A34796,Florida,Duval,10,150,.,.,.,*,*,*
2014,A34796,Florida,Flagler,10,170,.,.,.,*,*,*
2014,A34796,Florida,Hernando,10,260,.,.,.,*,*,*
2014,A34796,Florida,Hillsborough,10,280,.,.,.,*,*,*
2014,A34796,Florida,Indian River,10,300,.,*,.,*,*,*
2014,A34796,Florida,Lee,10,350,.,*,.,*,*,*
2014,A34796,Florida,Marion,10,410,.,*,.,*,*,*
2014,A34796,Florida,Martin,10,420,.,.,.,*,*,*
2014,A34796,Florida,Monroe,10,430,.,.,.,*,*,*
2014,A34796,Florida,Orange,10,470,.,.,.,*,*,*
2014,A34796,Florida,Osceola,10,480,.,.,.,*,*,*
2014,A34796,Florida,Palm Beach,10,490,.,.,.,24.5,24.5,26
2014,A34796,Florida,Pasco,10,500,.,.,.,*,*,*
2014,A34796,Florida,Pinellas,10,510,.,.,.,*,*,*
2014,A34796,Florida,Putnam,10,530,.,.,.,*,*,*
2014,A34796,Florida,St. Johns,10,540,.,.,.,*,*,*
2014,A34796,Florida,St. Lucie,10,550,.,.,.,*,*,*
2014,A34796,Florida,Sarasota,10,570,.,.,.,*,*,*
2014,A34796,Florida,Sumter,10,590,.,.,.,*,*,*
2014,A34796,Florida,Volusia,10,630,.,.,.,*,*,*
2014,A34796,Georgia,Cherokee,11,250,.,.,.,*,*,*
2014,A34796,Georgia,Cobb,11,290,.,.,.,*,*,*
2014,A34796,Georgia,Columbia,11,310,.,.,*,.,*,*
2014,A34796,Georgia,Forsyth,11,461,.,.,.,*,*,*
2014,A34796,Georgia,Fulton,11,470,.,.,*,*,*,*
2014,A34796,Georgia,Gwinnett,11,530,.,.,*,*,*,*
2014,A34796,Georgia,Henry,11,591,.,*,*,.,*,*
2014,A34796,Hawaii,Honolulu,12,020,.,.,*,*,*,*
2014,A34796,Idaho,Bannock,13,020,.,.,.,*,*,*
2014,A34796,Idaho,Bonner,13,080,.,.,.,*,*,*
2014,A34796,Illinois,Lake,14,570,.,*,.,.,*,*
2014,A34796,Illinois,St. Clair,14,900,.,*,.,.,*,*
2014,A34796,Indiana,Clark,15,090,.,.,.,*,*,*
2014,A34796,Indiana,St. Joseph,15,700,.,.,.,*,*,*
2014,A34796,Indiana,Wayne,15,880,.,.,.,*,*,*
2014,A34796,Iowa,Polk,16,760,.,.,.,*,*,*
2014,A34796,Kansas,Johnson,17,450,.,*,.,.,*,*
2014,A34796,Louisiana,Jefferson,19,250,.,*,.,.,*,*
2014,A34796,Maine,Knox,20,060,.,.,.,*,*,*
2014,A34796,Maine,Lincoln,20,070,.,.,.,*,*,*
2014,A34796,Maine,Sagadahoc,20,110,.,.,.,*,*,*
2014,A34796,Maryland,Allegany,21,000,.,*,*,*,*,*
2014,A34796,Maryland,Anne Arundel,21,010,*,10.83,*,66.5,87.67,90
2014,A34796,Maryland,Baltimore,21,020,.,*,*,17.83,30.25,32
2014,A34796,Maryland,Baltimore City,21,030,.,*,*,*,18.58,19
2014,A34796,Maryland,Calvert,21,040,.,*,.,*,*,*
2014,A34796,Maryland,Carroll,21,060,.,*,*,58.17,68.92,71
2014,A34796,Maryland,Charles,21,080,*,.,*,*,13.42,14
2014,A34796,Maryland,Dorchester,21,090,.,.,.,*,*,*
2014,A34796,Maryland,Frederick,21,100,29.75,260.08,135.83,1942.33,2368,2436
2014,A34796,Maryland,Garrett,21,110,.,.,.,*,*,*
2014,A34796,Maryland,Harford,21,120,.,.,*,*,*,*
2014,A34796,Maryland,Howard,21,130,.,20,17.75,149.92,187.67,194
2014,A34796,Maryland,Kent,21,140,.,.,.,*,*,*
2014,A34796,Maryland,Montgomery,21,150,72.25,952.42,1480.42,8400,10905.08,11160
2014,A34796,Maryland,Prince George's,21,160,22.83,133.5,144.58,672.67,973.58,1006
2014,A34796,Maryland,Queen Anne's,21,170,.,.,.,*,*,*
2014,A34796,Maryland,St. Mary's,21,180,.,*,.,*,*,*
2014,A34796,Maryland,Somerset,21,190,.,*,.,.,*,*
2014,A34796,Maryland,Talbot,21,200,.,*,.,*,*,*
2014,A34796,Maryland,Washington,21,210,*,*,*,83.33,114.42,118
2014,A34796,Maryland,Wicomico,21,220,.,*,.,*,*,*
2014,A34796,Maryland,Worcester,21,230,.,*,.,*,10.17,11
2014,A34796,Massachusetts,Barnstable,22,000,.,.,.,*,*,*
2014,A34796,Massachusetts,Essex,22,040,.,.,.,*,*,*
2014,A34796,Massachusetts,Middlesex,22,090,.,.,*,*,*,*
2014,A34796,Massachusetts,Norfolk,22,130,.,.,.,*,*,*
2014,A34796,Massachusetts,Suffolk,22,160,.,.,.,*,*,*
2014,A34796,Michigan,Montmorency,23,590,.,.,.,*,*,*
2014,A34796,Michigan,Saginaw,23,720,.,.,.,*,*,*
2014,A34796,Minnesota,Nobles,24,520,.,.,.,*,*,*
2014,A34796,Mississippi,Jackson,25,290,.,.,.,*,*,*
2014,A34796,Mississippi,Warren,25,740,.,.,*,*,*,*
2014,A34796,Missouri,St. Louis,26,940,.,.,.,*,*,*
2014,A34796,Montana,Daniels,27,090,.,.,.,*,*,*
2014,A34796,Montana,Missoula,27,310,.,.,.,*,*,*
2014,A34796,Nevada,Clark,29,010,.,.,.,*,*,*
2014,A34796,Nevada,Lyon,29,090,.,.,.,*,*,*
2014,A34796,New Hampshire,Rockingham,30,070,.,.,.,*,*,*
2014,A34796,New Jersey,Bergen,31,100,.,.,.,*,*,*
2014,A34796,New Jersey,Burlington,31,150,.,*,.,*,*,*
2014,A34796,New Jersey,Cape May,31,180,.,*,.,.,*,*
2014,A34796,New Jersey,Essex,31,200,.,.,.,*,*,*
2014,A34796,New Jersey,Mercer,31,260,.,.,.,*,*,*
2014,A34796,New Jersey,Middlesex,31,270,.,.,.,*,*,*
2014,A34796,New Jersey,Morris,31,300,.,.,.,*,*,*
2014,A34796,New Jersey,Union,31,370,.,*,.,.,*,*
2014,A34796,New Mexico,Grant,32,080,.,.,.,*,*,*
2014,A34796,New York,Broome,33,030,.,.,*,.,*,*
2014,A34796,New York,Kings,33,331,.,*,.,*,*,*
2014,A34796,New York,Monroe,33,370,.,.,.,*,*,*
2014,A34796,New York,Nassau,33,400,.,*,*,*,*,*
2014,A34796,New York,New York,33,420,.,*,.,*,*,*
2014,A34796,New York,Queens,33,590,.,.,*,*,*,*
2014,A34796,New York,Steuben,33,690,.,.,.,*,*,*
2014,A34796,New York,Suffolk,33,700,.,.,.,*,*,*
2014,A34796,New York,Westchester,33,800,.,.,.,*,*,*
2014,A34796,North Carolina,Beaufort,34,060,.,.,.,*,*,*
2014,A34796,North Carolina,Brunswick,34,090,.,.,.,*,*,*
2014,A34796,North Carolina,Camden,34,140,.,.,.,*,*,*
2014,A34796,North Carolina,Currituck,34,251,.,.,.,*,*,*
2014,A34796,North Carolina,Durham,34,310,.,.,.,*,*,*
2014,A34796,North Carolina,Guilford,34,400,.,.,.,*,*,*
2014,A34796,North Carolina,Halifax,34,410,.,.,.,*,*,*
2014,A34796,North Carolina,Henderson,34,440,.,.,.,*,*,*
2014,A34796,North Carolina,Lee,34,520,.,*,.,.,*,*
2014,A34796,North Carolina,Mecklenburg,34,590,.,*,.,*,*,*
2014,A34796,North Carolina,New Hanover,34,640,.,.,.,*,*,*
2014,A34796,North Carolina,Pitt,34,730,.,*,.,*,*,*
2014,A34796,North Carolina,Surry,34,850,.,.,.,*,*,*
2014,A34796,North Carolina,Transylvania,34,870,.,.,.,*,*,*
2014,A34796,North Carolina,Tyrrell,34,880,.,.,.,*,*,*
2014,A34796,North Carolina,Watauga,34,940,.,.,.,*,*,*
2014,A34796,Ohio,Cuyahoga,36,170,.,.,.,*,*,*
2014,A34796,Ohio,Greene,36,290,.,.,*,.,*,*
2014,A34796,Oregon,Jackson,38,140,.,.,.,*,*,*
2014,A34796,Oregon,Multnomah,38,250,.,.,*,.,*,*
2014,A34796,Oregon,Washington,38,330,.,.,.,*,*,*
2014,A34796,Pennsylvania,Adams,39,000,.,*,.,*,19.33,20
2014,A34796,Pennsylvania,Allegheny,39,010,.,.,*,*,*,*
2014,A34796,Pennsylvania,Beaver,39,080,.,.,*,.,*,*
2014,A34796,Pennsylvania,Bedford,39,100,.,*,*,*,*,*
2014,A34796,Pennsylvania,Cambria,39,160,.,.,.,*,*,*
2014,A34796,Pennsylvania,Cumberland,39,270,.,*,.,*,*,*
2014,A34796,Pennsylvania,Dauphin,39,280,.,.,*,.,*,*
2014,A34796,Pennsylvania,Franklin,39,350,.,*,*,*,15.92,16
2014,A34796,Pennsylvania,Fulton,39,360,.,.,.,*,*,*
2014,A34796,Pennsylvania,Greene,39,370,.,.,.,*,*,*
2014,A34796,Pennsylvania,Huntingdon,39,380,.,.,.,*,*,*
2014,A34796,Pennsylvania,Lackawanna,39,420,.,.,.,*,*,*
2014,A34796,Pennsylvania,Lancaster,39,440,.,*,.,*,*,*
2014,A34796,Pennsylvania,Lehigh,39,470,.,.,*,.,*,*
2014,A34796,Pennsylvania,Montgomery,39,560,.,.,.,*,*,*
2014,A34796,Pennsylvania,Northampton,39,590,.,.,.,*,*,*
2014,A34796,Pennsylvania,Philadelphia,39,620,.,.,.,*,*,*
2014,A34796,Pennsylvania,Snyder,39,670,.,.,.,*,*,*
2014,A34796,Pennsylvania,Susquehanna,39,700,.,.,.,*,*,*
2014,A34796,Pennsylvania,Tioga,39,710,.,.,.,*,*,*
2014,A34796,Pennsylvania,Westmoreland,39,770,.,.,.,*,*,*
2014,A34796,Pennsylvania,York,39,800,.,.,.,*,*,*
2014,A34796,Rhode Island,Newport,41,020,.,.,.,*,*,*
2014,A34796,South Carolina,Aiken,42,010,.,.,.,*,*,*
2014,A34796,South Carolina,Beaufort,42,060,.,.,.,*,*,*
2014,A34796,South Carolina,Berkeley,42,070,.,.,.,*,*,*
2014,A34796,South Carolina,Horry,42,250,.,.,.,*,*,*
2014,A34796,South Carolina,Marion,42,330,.,.,.,*,*,*
2014,A34796,South Carolina,Orangeburg,42,370,.,.,.,*,*,*
2014,A34796,South Carolina,Richland,42,390,.,.,.,*,*,*
2014,A34796,South Carolina,Sumter,42,420,.,.,.,*,*,*
2014,A34796,South Dakota,Pennington,43,510,.,.,.,*,*,*
2014,A34796,Tennessee,Hamilton,44,320,.,.,.,*,*,*
2014,A34796,Tennessee,McMinn,44,530,.,.,.,*,*,*
2014,A34796,Texas,Bell,45,120,.,.,.,*,*,*
2014,A34796,Texas,Bexar,45,130,.,.,.,*,*,*
2014,A34796,Texas,Dallas,45,390,.,.,.,*,*,*
2014,A34796,Texas,Fort Bend,45,530,.,*,.,.,*,*
2014,A34796,Texas,Galveston,45,550,.,.,.,*,*,*
2014,A34796,Texas,Harris,45,610,.,.,*,*,*,*
2014,A34796,Texas,McLennan,45,780,.,.,*,.,*,*
2014,A34796,Texas,Montgomery,45,801,.,.,*,.,*,*
2014,A34796,Texas,Presidio,45,861,.,.,.,*,*,*
2014,A34796,Texas,Tarrant,45,910,.,.,.,*,*,*
2014,A34796,Texas,Travis,45,940,.,.,.,*,*,*
2014,A34796,Texas,Williamson,45,970,.,.,.,*,*,*
2014,A34796,Utah,Box Elder,46,010,.,.,.,*,*,*
2014,A34796,Utah,Cache,46,020,.,.,.,*,*,*
2014,A34796,Utah,Wasatch,46,250,.,.,.,*,*,*
2014,A34796,Virgin Islands,St. John/St. Thomas,48,020,.,.,.,*,*,*
2014,A34796,Virginia,Accomack,49,000,.,.,.,*,*,*
2014,A34796,Virginia,Alexandria City,49,011,.,.,.,*,*,*
2014,A34796,Virginia,Arlington,49,060,.,.,*,*,20.17,22
2014,A34796,Virginia,Bedford,49,090,.,.,.,*,*,*
2014,A34796,Virginia,Chesapeake City,49,194,.,.,.,*,*,*
2014,A34796,Virginia,Chesterfield,49,200,.,.,.,*,*,*
2014,A34796,Virginia,Culpeper,49,230,.,.,.,*,*,*
2014,A34796,Virginia,Fairfax City,49,288,.,.,*,*,*,*
2014,A34796,Virginia,Fairfax,49,290,.,*,*,72.92,89.92,94
2014,A34796,Virginia,Falls Church City,49,291,.,.,.,*,*,*
2014,A34796,Virginia,Fauquier,49,300,.,.,.,*,*,*
2014,A34796,Virginia,Frederick,49,340,.,.,.,*,*,*
2014,A34796,Virginia,Fredericksburg City,49,342,.,*,.,*,*,*
2014,A34796,Virginia,Gloucester,49,360,.,.,.,*,*,*
2014,A34796,Virginia,Harrisonburg City,49,421,.,.,.,*,*,*
2014,A34796,Virginia,Loudoun,49,530,.,*,.,*,28.25,29
2014,A34796,Virginia,Manassas City,49,563,.,.,.,*,*,*
2014,A34796,Virginia,Mathews,49,570,.,.,.,*,*,*
2014,A34796,Virginia,Nelson,49,620,.,.,.,*,*,*
2014,A34796,Virginia,Northumberland,49,660,.,.,.,*,*,*
2014,A34796,Virginia,Petersburg City,49,701,.,.,.,*,*,*
2014,A34796,Virginia,Pittsylvania,49,710,.,.,.,*,*,*
2014,A34796,Virginia,Prince William,49,750,.,*,*,*,14.33,15
2014,A34796,Virginia,Radford City,49,771,.,*,.,.,*,*
2014,A34796,Virginia,Richmond City,49,791,.,*,.,.,*,*
2014,A34796,Virginia,Rockingham,49,820,.,*,.,*,*,*
2014,A34796,Virginia,Shenandoah,49,850,.,.,.,*,*,*
2014,A34796,Virginia,Spotsylvania,49,880,.,*,.,*,*,*
2014,A34796,Virginia,Staunton City,49,891,.,*,.,*,*,*
2014,A34796,Virginia,Suffolk City,49,892,.,.,.,*,*,*
2014,A34796,Virginia,Virginia Beach City,49,921,.,.,*,*,*,*
2014,A34796,Virginia,York,49,981,.,*,.,.,*,*
2014,A34796,Washington,King,50,160,.,.,.,*,*,*
2014,A34796,Washington,Walla Walla,50,350,.,.,.,*,*,*
2014,A34796,West Virginia,Berkeley,51,010,.,*,*,*,30.08,31
2014,A34796,West Virginia,Greenbrier,51,120,.,*,.,.,*,*
2014,A34796,West Virginia,Hampshire,51,130,.,*,.,*,*,*
2014,A34796,West Virginia,Hardy,51,150,.,.,.,*,*,*
2014,A34796,West Virginia,Harrison,51,160,.,.,.,*,*,*
2014,A34796,West Virginia,Jefferson,51,180,.,*,*,*,35,36
2014,A34796,West Virginia,Monongalia,51,300,.,.,.,*,*,*
2014,A34796,West Virginia,Morgan,51,320,.,*,*,*,*,*
2014,A34796,West Virginia,Preston,51,380,.,.,.,*,*,*
2014,A34796,West Virginia,Summers,51,440,.,.,.,*,*,*
2014,A34796,Wisconsin,Milwaukee,52,390,.,.,.,*,*,*
2014,A34796,Wisconsin,Washington,52,650,.,*,.,.,*,*
2014,A28700,Alabama,Tuscaloosa,01,620,.,.,.,*,*,*
2014,A28700,Alabama,Winston,01,660,.,.,.,*,*,*
2014,A28700,Arizona,Maricopa,03,060,.,.,.,*,*,*
2014,A28700,California,Alameda,05,000,.,.,.,*,*,*
2014,A28700,California,Contra Costa,05,060,.,.,.,*,*,*
2014,A28700,California,Los Angeles,05,200,.,.,*,*,*,*
2014,A28700,California,Orange,05,400,.,.,.,*,*,*
2014,A28700,California,Riverside,05,430,.,.,*,*,*,*
2014,A28700,California,San Diego,05,470,.,.,.,*,*,*
2014,A28700,California,San Francisco,05,480,.,.,.,*,*,*
2014,A28700,California,San Luis Obispo,05,500,.,*,.,*,*,*
2014,A28700,California,Santa Clara,05,530,.,.,*,*,*,*
2014,A28700,Colorado,Adams,06,000,.,.,.,*,*,*
2014,A28700,Colorado,Boulder,06,060,.,.,.,*,*,*
2014,A28700,Colorado,Mesa,06,380,.,.,.,*,*,*
2014,A28700,Connecticut,New Haven,07,040,.,.,.,*,*,*
2014,A28700,Delaware,Sussex,08,020,.,*,*,.,*,*
2014,A28700,District of Columbia,District of Columbia,09,000,.,*,*,*,43.5,45
2014,A28700,Florida,Alachua,10,000,.,.,.,*,*,*
2014,A28700,Florida,Brevard,10,040,.,.,.,*,*,*
2014,A28700,Florida,Broward,10,050,.,.,.,*,*,*
2014,A28700,Florida,Charlotte,10,070,.,*,.,.,*,*
2014,A28700,Florida,Clay,10,090,.,.,.,*,*,*
2014,A28700,Florida,Collier,10,100,.,.,.,*,*,*
2014,A28700,Florida,Miami-Dade,10,120,.,.,.,*,*,*
2014,A28700,Florida,Duval,10,150,.,*,.,*,*,*
2014,A28700,Florida,Highlands,10,270,.,.,.,*,*,*
2014,A28700,Florida,Hillsborough,10,280,.,.,.,*,*,*
2014,A28700,Florida,Lake,10,340,.,.,.,*,*,*
2014,A28700,Florida,Lee,10,350,.,*,.,*,*,*
2014,A28700,Florida,Manatee,10,400,.,.,*,*,*,*
2014,A28700,Florida,Martin,10,420,.,.,*,.,*,*
2014,A28700,Florida,Nassau,10,440,.,.,*,.,*,*
2014,A28700,Florida,Okaloosa,10,450,.,.,.,*,*,*
2014,A28700,Florida,Orange,10,470,.,*,.,.,*,*
2014,A28700,Florida,Osceola,10,480,.,.,.,*,*,*
2014,A28700,Florida,Palm Beach,10,490,.,.,.,*,*,*
2014,A28700,Florida,Pinellas,10,510,.,.,.,*,*,*
2014,A28700,Florida,Polk,10,520,.,*,.,.,*,*
2014,A28700,Florida,Putnam,10,530,.,.,.,*,*,*
2014,A28700,Florida,Santa Rosa,10,560,.,.,.,*,*,*
2014,A28700,Florida,Sarasota,10,570,.,.,*,*,*,*
2014,A28700,Florida,Sumter,10,590,.,.,.,*,*,*
2014,A28700,Florida,Volusia,10,630,.,*,.,*,*,*
2014,A28700,Georgia,Fayette,11,451,.,.,.,*,*,*
2014,A28700,Georgia,Fulton,11,470,.,.,.,*,*,*
2014,A28700,Georgia,Gwinnett,11,530,.,.,.,*,*,*
2014,A28700,Georgia,Richmond,11,840,.,*,.,.,*,*
2014,A28700,Georgia,Union,11,913,.,.,.,*,*,*
2014,A28700,Hawaii,Kauai,12,040,.,.,.,*,*,*
2014,A28700,Idaho,Ada,13,000,.,.,.,*,*,*
2014,A28700,Illinois,Madison,14,680,.,.,.,*,*,*
2014,A28700,Illinois,White,14,987,*,.,.,.,*,*
2014,A28700,Indiana,Henry,15,320,.,.,.,*,*,*
2014,A28700,Iowa,Woodbury,16,960,.,.,.,*,*,*
2014,A28700,Kansas,Sedgwick,17,860,.,.,.,*,*,*
2014,A28700,Kentucky,Grayson,18,420,.,.,.,*,*,*
2014,A28700,Kentucky,Pulaski,18,972,.,.,.,*,*,*
2014,A28700,Louisiana,Caddo,19,080,.,*,.,.,*,*
2014,A28700,Louisiana,Orleans,19,350,.,.,.,*,*,*
2014,A28700,Maryland,Allegany,21,000,.,*,.,*,*,*
2014,A28700,Maryland,Anne Arundel,21,010,.,*,.,*,11,11
2014,A28700,Maryland,Baltimore,21,020,.,.,*,*,*,*
2014,A28700,Maryland,Baltimore City,21,030,.,.,.,*,*,*
2014,A28700,Maryland,Calvert,21,040,.,.,.,*,*,*
2014,A28700,Maryland,Charles,21,080,.,.,.,*,*,*
2014,A28700,Maryland,Dorchester,21,090,.,.,*,.,*,*
2014,A28700,Maryland,Frederick,21,100,.,.,.,*,*,*
2014,A28700,Maryland,Howard,21,130,.,.,.,*,*,*
2014,A28700,Maryland,Kent,21,140,.,.,.,*,*,*
2014,A28700,Maryland,Montgomery,21,150,.,*,*,42.83,54.08,56
2014,A28700,Maryland,Prince George's,21,160,.,*,*,56.83,69.08,70
2014,A28700,Maryland,St. Mary's,21,180,.,.,.,*,*,*
2014,A28700,Maryland,Washington,21,210,.,*,.,*,*,*
2014,A28700,Maryland,Wicomico,21,220,.,.,*,.,*,*
2014,A28700,Maryland,Worcester,21,230,.,.,.,*,*,*
2014,A28700,Massachusetts,Barnstable,22,000,.,.,.,*,*,*
2014,A28700,Massachusetts,Bristol,22,020,.,*,.,.,*,*
2014,A28700,Massachusetts,Dukes,22,030,.,.,.,*,*,*
2014,A28700,Massachusetts,Middlesex,22,090,.,.,*,.,*,*
2014,A28700,Massachusetts,Norfolk,22,130,.,.,.,*,*,*
2014,A28700,Michigan,Oakland,23,620,.,.,.,*,*,*
2014,A28700,Michigan,Wayne,23,810,.,.,.,*,*,*
2014,A28700,Minnesota,Hennepin,24,260,.,.,.,*,*,*
2014,A28700,Minnesota,Hubbard,24,280,.,.,.,*,*,*
2014,A28700,Minnesota,Stearns,24,720,.,.,.,*,*,*
2014,A28700,Nevada,Clark,29,010,.,.,.,*,*,*
2014,A28700,New Hampshire,Belknap,30,000,.,.,*,*,*,*
2014,A28700,New Hampshire,Merrimack,30,060,.,.,.,*,*,*
2014,A28700,New Jersey,Atlantic,31,000,.,.,.,*,*,*
2014,A28700,New Jersey,Bergen,31,100,.,.,.,*,*,*
2014,A28700,New Jersey,Camden,31,160,.,.,.,*,*,*
2014,A28700,New Jersey,Essex,31,200,.,.,.,*,*,*
2014,A28700,New Jersey,Ocean,31,310,.,.,.,*,*,*
2014,A28700,New Jersey,Passaic,31,320,.,.,.,*,*,*
2014,A28700,New Jersey,Somerset,31,350,.,.,*,.,*,*
2014,A28700,New Mexico,Santa Fe,32,240,.,.,.,*,*,*
2014,A28700,New York,Albany,33,000,.,.,.,*,*,*
2014,A28700,New York,Chautauqua,33,060,.,.,.,*,*,*
2014,A28700,New York,Essex,33,260,.,.,.,*,*,*
2014,A28700,New York,Kings,33,331,.,.,.,*,*,*
2014,A28700,New York,Nassau,33,400,.,.,.,*,*,*
2014,A28700,New York,New York,33,420,.,.,.,*,*,*
2014,A28700,New York,Orange,33,540,.,*,.,*,*,*
2014,A28700,New York,Saratoga,33,640,.,*,.,.,*,*
2014,A28700,New York,Steuben,33,690,.,.,.,*,*,*
2014,A28700,New York,Westchester,33,800,.,.,.,*,*,*
2014,A28700,New York,Yates,33,910,.,.,.,*,*,*
2014,A28700,North Carolina,Beaufort,34,060,.,.,.,*,*,*
2014,A28700,North Carolina,Brunswick,34,090,.,.,.,*,*,*
2014,A28700,North Carolina,Buncombe,34,100,.,.,.,*,*,*
2014,A28700,North Carolina,Dare,34,270,.,.,.,*,*,*
2014,A28700,North Carolina,Forsyth,34,330,.,.,*,*,*,*
2014,A28700,North Carolina,Halifax,34,410,.,.,.,*,*,*
2014,A28700,North Carolina,Mecklenburg,34,590,.,.,.,*,*,*
2014,A28700,North Carolina,Northampton,34,650,.,.,.,*,*,*
2014,A28700,North Carolina,Rockingham,34,780,.,*,.,.,*,*
2014,A28700,North Carolina,Scotland,34,820,.,.,.,*,*,*
2014,A28700,North Carolina,Wake,34,910,.,.,.,*,*,*
2014,A28700,Ohio,Cuyahoga,36,170,.,.,.,*,*,*
2014,A28700,Ohio,Lorain,36,480,.,.,.,*,*,*
2014,A28700,Oregon,Washington,38,330,*,.,.,.,*,*
2014,A28700,Pennsylvania,Adams,39,000,.,.,.,*,*,*
2014,A28700,Pennsylvania,Allegheny,39,010,.,.,*,*,*,*
2014,A28700,Pennsylvania,Bedford,39,100,.,.,.,*,*,*
2014,A28700,Pennsylvania,Chester,39,210,.,.,.,*,*,*
2014,A28700,Pennsylvania,Clearfield,39,230,.,.,.,*,*,*
2014,A28700,Pennsylvania,Dauphin,39,280,.,*,.,.,*,*
2014,A28700,Pennsylvania,Delaware,39,290,.,.,.,*,*,*
2014,A28700,Pennsylvania,Mercer,39,530,.,.,.,*,*,*
2014,A28700,Pennsylvania,Northampton,39,590,.,*,.,.,*,*
2014,A28700,Pennsylvania,Philadelphia,39,620,.,.,.,*,*,*
2014,A28700,Pennsylvania,Pike,39,630,.,.,.,*,*,*
2014,A28700,Pennsylvania,Somerset,39,680,.,*,.,.,*,*
2014,A28700,Pennsylvania,Warren,39,740,.,.,.,*,*,*
2014,A28700,Puerto Rico,Manati,40,450,.,.,.,*,*,*
2014,A28700,Rhode Island,Newport,41,020,.,.,.,*,*,*
2014,A28700,Rhode Island,Washington,41,050,.,*,.,.,*,*
2014,A28700,South Carolina,Beaufort,42,060,.,.,.,*,*,*
2014,A28700,South Carolina,Charleston,42,090,.,.,.,*,*,*
2014,A28700,South Carolina,Dorchester,42,170,.,.,.,*,*,*
2014,A28700,South Carolina,Greenville,42,220,.,.,.,*,*,*
2014,A28700,South Carolina,Horry,42,250,.,.,.,*,*,*
2014,A28700,South Carolina,Kershaw,42,270,.,.,.,*,*,*
2014,A28700,South Carolina,Richland,42,390,.,*,.,*,*,*
2014,A28700,South Carolina,York,42,450,.,.,.,*,*,*
2014,A28700,South Dakota,Hanson,43,300,.,.,.,*,*,*
2014,A28700,South Dakota,Minnehaha,43,490,.,.,.,*,*,*
2014,A28700,Tennessee,Anderson,44,000,.,.,.,*,*,*
2014,A28700,Tennessee,Davidson,44,180,.,.,.,*,*,*
